id,state,district,village,crop_recommended,N,P,K,pH,EC,OC,S,Zn,Fe,Cu,Mn,B,temperature,humidity,rainfall,latitude,longitude,soil_type,season,year
SHC001954,Haryana,Karnal,Village_1954,wheat,137.02,19.99,95.17,6.01,0.36,0.77,12.6,0.95,5.29,0.68,4.05,0.41,17.5,73.7,482.0,12.0913,74.9913,Black,Zaid,2023
SHC001955,Haryana,Ambala,Village_1955,banana,180.7,81.2,186.78,6.79,0.36,1.61,25.0,1.62,11.95,1.74,8.51,2.17,32.9,95.0,2349.9,14.3485,94.9324,Black,Zaid,2024
SHC001956,Haryana,Kurukshetra,Village_1956,cotton,83.67,46.2,10.0,7.95,0.99,0.4,8.02,0.69,7.23,0.59,1.71,0.93,28.7,64.0,893.4,31.5676,68.7577,Red,Kharif,2024
SHC001957,Uttar Pradesh,Meerut,Village_1957,mustard,103.85,44.42,63.49,8.28,0.91,0.94,20.66,1.9,6.88,0.54,4.42,0.39,17.2,78.1,536.5,21.6528,86.7804,Laterite,Kharif,2023
SHC001958,Uttar Pradesh,Agra,Village_1958,lentil,72.82,17.16,51.04,6.74,0.23,0.67,6.02,0.75,3.92,0.52,1.38,0.32,23.6,76.6,291.8,11.0878,76.3139,Black,Rabi,2023
SHC001959,Uttar Pradesh,Muzaffarnagar,Village_1959,wheat,228.39,28.87,68.47,7.41,0.48,0.83,11.49,0.84,7.86,1.15,2.22,0.68,22.3,62.2,1042.0,33.088,85.5476,Laterite,Rabi,2023
SHC001960,Maharashtra,Pune,Village_1960,rice,197.36,40.82,155.17,6.94,0.14,1.09,25.0,0.7,7.85,0.98,1.58,0.89,26.8,90.0,1193.6,28.6748,84.7914,Red,Zaid,2022
SHC001961,Maharashtra,Nagpur,Village_1961,wheat,98.76,44.87,44.31,6.44,0.33,0.54,13.34,1.37,5.13,0.58,2.93,0.43,11.5,46.9,654.0,25.5061,75.5538,Alluvial,Kharif,2022
SHC001962,Maharashtra,Aurangabad,Village_1962,banana,181.98,24.8,202.27,5.28,0.87,0.93,21.07,1.27,11.49,0.68,7.03,0.81,21.0,75.8,1753.1,34.1818,94.0866,Black,Zaid,2023
SHC001963,Gujarat,Ahmedabad,Village_1963,rice,186.33,47.11,252.35,5.96,0.29,0.96,19.29,0.87,6.01,0.66,3.15,0.82,24.5,86.4,586.0,13.7241,78.5464,Laterite,Zaid,2024
SHC001964,Gujarat,Vadodara,Village_1964,wheat,134.77,50.62,63.71,6.54,0.11,0.58,10.94,0.66,3.63,0.81,3.6,0.66,10.0,44.4,827.4,20.7315,73.3379,Alluvial,Zaid,2022
SHC001965,Gujarat,Rajkot,Village_1965,cotton,111.21,61.66,72.9,8.35,1.27,0.62,22.4,0.88,9.82,0.46,2.19,0.65,17.0,52.6,939.6,14.2625,82.4976,Laterite,Kharif,2023
SHC001966,Rajasthan,Jaipur,Village_1966,rice,180.97,17.32,134.59,5.53,0.91,1.35,25.0,1.6,8.62,0.65,5.99,0.9,18.8,65.9,820.9,32.8677,68.761,Red,Rabi,2024
SHC001967,Rajasthan,Jodhpur,Village_1967,maize,181.55,57.18,54.3,7.26,0.14,0.75,25.0,1.25,8.0,0.88,5.51,1.07,25.5,58.0,537.3,26.4202,85.7572,Black,Zaid,2023
SHC001968,Rajasthan,Udaipur,Village_1968,chickpea,60.74,14.99,27.53,5.76,0.22,0.85,3.42,0.81,2.48,0.33,0.1,0.21,19.7,33.1,272.4,28.7382,70.8281,Black,Rabi,2024
SHC001969,West Bengal,Kolkata,Village_1969,cotton,84.28,56.03,53.3,6.58,1.0,1.05,12.43,0.73,6.41,0.6,4.54,0.29,20.7,30.7,537.9,9.7537,84.71,Red,Zaid,2024
SHC001970,West Bengal,Darjeeling,Village_1970,sugarcane,179.41,35.75,234.2,7.62,1.29,1.33,25.0,2.07,17.6,1.28,4.49,1.48,31.6,79.6,1768.2,9.409,88.3123,Black,Rabi,2024
SHC001971,Tamil Nadu,Chennai,Village_1971,maize,260.02,68.6,36.88,7.91,0.53,1.33,13.86,1.92,9.93,1.28,7.59,0.57,31.5,82.7,815.6,23.1078,94.2491,Black,Rabi,2023
SHC001972,Tamil Nadu,Coimbatore,Village_1972,chickpea,118.12,29.57,49.86,8.84,0.42,0.91,9.04,0.9,2.9,0.65,2.68,0.68,27.6,56.3,437.9,13.6393,90.5044,Laterite,Rabi,2022
SHC001973,Karnataka,Bangalore,Village_1973,wheat,165.95,26.23,60.13,9.0,0.41,1.33,18.83,1.13,6.7,1.26,3.48,0.73,25.2,51.8,739.6,30.6002,86.9952,Black,Kharif,2022
SHC001974,Karnataka,Mysore,Village_1974,sugarcane,247.01,98.79,184.9,8.37,1.24,1.43,22.07,0.69,14.7,1.9,7.49,0.26,24.2,83.8,2214.2,31.5019,81.9532,Laterite,Kharif,2024
SHC001975,Andhra Pradesh,Hyderabad,Village_1975,groundnut,51.9,51.77,73.85,5.14,0.19,0.81,20.22,0.96,5.54,1.27,0.1,0.67,24.0,63.1,836.6,30.4994,80.0982,Laterite,Zaid,2022
SHC001976,Andhra Pradesh,Visakhapatnam,Village_1976,groundnut,56.92,12.79,58.84,6.89,0.47,0.68,19.12,1.63,4.3,1.08,7.28,0.56,25.3,50.3,744.9,16.5303,92.0543,Alluvial,Kharif,2023
SHC001977,Punjab,Ludhiana,Village_1977,sugarcane,268.7,63.28,142.51,7.17,0.38,0.74,16.03,2.13,19.58,1.88,5.78,1.5,27.8,88.5,1802.3,29.335,74.4892,Red,Rabi,2024
SHC001978,Punjab,Amritsar,Village_1978,banana,40.4,10.0,256.82,4.5,0.31,2.14,16.34,1.09,11.36,1.4,5.65,1.93,19.0,62.8,1581.6,27.8946,72.5132,Laterite,Zaid,2023
SHC001979,Punjab,Patiala,Village_1979,groundnut,38.07,13.67,72.61,4.5,0.1,1.19,11.04,0.26,3.51,0.58,4.92,0.14,18.4,63.8,572.5,25.9508,81.3385,Black,Zaid,2024
SHC001980,Haryana,Karnal,Village_1980,rice,251.4,46.39,211.31,8.38,0.11,1.44,25.0,1.36,6.14,1.34,4.53,2.01,31.7,85.2,999.1,34.603,71.303,Laterite,Kharif,2024
SHC001981,Haryana,Ambala,Village_1981,maize,172.81,60.16,102.75,7.67,0.85,1.29,20.81,1.82,15.3,1.88,8.04,1.4,32.3,67.1,791.8,21.1228,91.1359,Black,Kharif,2023
SHC001982,Haryana,Kurukshetra,Village_1982,wheat,170.05,45.66,50.87,6.89,0.46,1.03,6.59,0.9,7.1,1.33,2.96,0.48,28.1,72.0,874.7,24.9622,73.8689,Black,Rabi,2023
SHC001983,Uttar Pradesh,Meerut,Village_1983,mustard,87.95,41.46,45.57,6.31,0.49,0.84,21.39,0.69,4.49,0.4,4.88,0.54,14.9,62.1,551.9,14.6865,71.9659,Red,Rabi,2024
SHC001984,Uttar Pradesh,Agra,Village_1984,wheat,187.91,37.39,109.0,7.88,0.22,1.02,10.84,1.64,8.02,0.33,3.98,0.65,29.1,69.9,696.4,13.9606,71.5367,Alluvial,Rabi,2023
SHC001985,Uttar Pradesh,Muzaffarnagar,Village_1985,lentil,75.37,23.77,41.95,6.85,0.39,0.6,7.61,0.9,4.16,0.35,2.19,0.16,23.1,35.1,348.0,8.9323,84.8466,Red,Rabi,2024
SHC001986,Maharashtra,Pune,Village_1986,wheat,162.81,35.3,61.77,5.55,0.38,0.98,22.33,0.5,8.04,1.04,2.63,0.26,21.3,34.5,662.9,13.0031,76.1831,Black,Zaid,2024
SHC001987,Maharashtra,Nagpur,Village_1987,cotton,106.04,29.25,39.7,6.61,1.24,0.61,12.9,0.55,6.7,0.12,2.25,0.48,19.9,58.8,665.3,32.6923,92.815,Red,Zaid,2023
SHC001988,Maharashtra,Aurangabad,Village_1988,chickpea,75.22,23.69,49.68,6.24,0.11,0.48,0.37,0.62,2.65,0.3,0.98,0.55,10.0,27.3,558.7,31.4772,69.0927,Alluvial,Kharif,2024
SHC001989,Gujarat,Ahmedabad,Village_1989,wheat,173.7,53.4,69.64,7.18,0.5,0.98,17.1,1.69,8.89,0.39,3.1,0.82,25.7,88.6,1022.1,14.5056,85.8286,Laterite,Rabi,2023
SHC001990,Gujarat,Vadodara,Village_1990,chickpea,88.05,25.99,58.34,7.59,0.37,1.01,7.84,0.25,5.41,0.58,1.89,0.33,19.1,49.9,421.0,15.0806,85.8622,Alluvial,Zaid,2023
SHC001991,Gujarat,Rajkot,Village_1991,chickpea,63.57,30.68,37.54,7.35,0.48,0.36,7.31,1.07,4.15,0.54,2.57,0.27,26.2,58.2,423.8,17.5016,90.925,Red,Kharif,2023
SHC001992,Rajasthan,Jaipur,Village_1992,wheat,126.04,31.26,79.31,5.98,0.53,0.46,6.39,1.09,8.22,0.89,2.73,0.48,27.4,60.5,440.0,23.0763,84.4503,Black,Kharif,2024
SHC001993,Rajasthan,Jodhpur,Village_1993,banana,189.69,69.14,253.62,5.89,0.94,0.84,22.19,1.26,14.96,0.92,7.54,1.71,26.3,82.3,1697.4,18.7152,93.8873,Alluvial,Rabi,2024
SHC001994,Rajasthan,Udaipur,Village_1994,wheat,207.64,35.99,37.81,7.35,0.53,0.77,13.55,0.97,9.12,0.68,1.8,0.44,24.0,45.6,839.7,15.5579,81.7829,Laterite,Kharif,2022
SHC001995,West Bengal,Kolkata,Village_1995,mustard,79.4,26.68,19.96,4.85,0.31,1.23,11.64,0.42,6.51,0.49,3.15,0.68,11.0,47.9,314.4,24.0098,85.1339,Red,Kharif,2023
SHC001996,West Bengal,Darjeeling,Village_1996,banana,284.07,62.56,354.41,7.49,0.3,1.76,25.0,1.72,9.42,1.14,9.33,1.42,30.6,95.0,2462.9,12.9049,95.9157,Alluvial,Rabi,2023
SHC001997,Tamil Nadu,Chennai,Village_1997,mustard,77.59,25.06,35.08,7.42,1.22,1.03,16.3,0.86,9.23,0.69,2.35,0.3,13.8,65.7,230.0,24.0402,87.9714,Alluvial,Kharif,2024
SHC001998,Tamil Nadu,Coimbatore,Village_1998,wheat,75.21,40.47,76.27,6.59,0.36,0.79,7.97,0.87,5.35,0.88,1.77,0.17,13.7,63.9,437.6,12.3077,90.2428,Alluvial,Rabi,2023
SHC001999,Karnataka,Bangalore,Village_1999,wheat,153.2,38.62,36.82,6.3,0.63,0.99,10.81,0.78,5.76,0.54,3.41,0.56,23.9,56.3,777.8,20.2719,68.9384,Alluvial,Zaid,2022
SHC002000,Karnataka,Mysore,Village_2000,maize,159.27,74.93,66.13,6.59,0.72,1.11,25.0,1.41,8.24,1.55,3.13,0.85,28.3,54.0,623.8,19.144,74.2179,Red,Rabi,2023
SHC002001,Andhra Pradesh,Hyderabad,Village_2001,rice,225.56,45.8,126.73,5.85,1.03,0.69,13.28,0.15,7.56,0.16,3.27,0.26,28.6,73.3,200.4,14.8712,69.3434,Black,Rabi,2023
SHC002002,Andhra Pradesh,Visakhapatnam,Village_2002,maize,105.29,48.25,28.91,4.67,0.28,1.43,13.35,1.18,4.88,0.73,1.84,1.0,14.7,62.9,590.2,32.2741,81.5718,Laterite,Zaid,2022
SHC002003,Punjab,Ludhiana,Village_2003,rice,157.68,58.39,170.98,6.06,1.01,0.96,13.83,1.03,11.22,0.45,3.93,1.28,27.0,73.0,1777.8,20.7559,75.0211,Red,Rabi,2023
SHC002004,Punjab,Amritsar,Village_2004,banana,177.45,45.02,273.3,5.43,0.93,1.47,14.81,1.8,0.1,1.28,10.92,1.58,17.6,75.2,1274.3,30.2111,83.9453,Laterite,Rabi,2022
SHC002005,Punjab,Patiala,Village_2005,wheat,128.44,27.99,66.07,6.55,0.73,0.85,12.56,1.3,1.81,0.97,3.2,0.66,17.9,72.6,669.4,27.9264,77.0602,Black,Kharif,2024
SHC002006,Haryana,Karnal,Village_2006,cotton,111.63,73.8,44.71,8.29,1.62,0.53,5.58,0.92,5.57,0.67,2.5,0.4,24.2,61.9,150.0,19.4609,80.4815,Laterite,Zaid,2024
SHC002007,Haryana,Ambala,Village_2007,maize,192.6,58.11,26.59,8.17,0.23,1.18,25.0,1.67,18.45,0.99,9.36,1.61,33.6,95.0,840.7,14.6018,85.0763,Black,Rabi,2023
SHC002008,Haryana,Kurukshetra,Village_2008,wheat,88.9,54.94,81.29,5.82,0.47,0.78,19.06,1.15,5.91,0.88,3.32,0.68,18.5,38.4,555.7,34.7538,72.9896,Laterite,Kharif,2022
SHC002009,Uttar Pradesh,Meerut,Village_2009,chickpea,23.33,27.29,44.67,6.15,0.1,0.67,8.53,0.1,5.06,0.19,2.06,0.32,23.0,31.4,269.4,28.3615,79.4061,Alluvial,Zaid,2023
SHC002010,Uttar Pradesh,Agra,Village_2010,mustard,97.23,23.97,32.11,6.12,0.14,0.85,0.1,0.9,7.24,0.52,2.61,0.82,18.6,29.7,294.7,31.0096,73.1269,Laterite,Rabi,2024
SHC002011,Uttar Pradesh,Muzaffarnagar,Village_2011,banana,255.53,32.2,322.8,5.19,0.52,1.51,15.71,1.51,16.83,1.4,9.85,0.89,20.9,78.9,1148.1,22.3398,72.5269,Alluvial,Rabi,2024
SHC002012,Maharashtra,Pune,Village_2012,maize,175.55,50.4,63.98,6.57,0.21,1.3,25.0,2.17,13.0,1.12,4.71,1.3,26.1,48.5,964.1,23.6116,81.5944,Black,Rabi,2024
SHC002013,Maharashtra,Nagpur,Village_2013,cotton,51.24,50.36,74.0,6.59,1.37,0.44,16.53,0.82,4.96,0.84,3.13,0.34,31.4,39.6,755.1,18.0859,77.6915,Laterite,Zaid,2022
SHC002014,Maharashtra,Aurangabad,Village_2014,maize,147.09,81.14,87.11,6.39,0.64,1.11,20.59,2.01,5.82,1.25,3.09,0.85,20.6,66.3,732.4,21.5351,92.6185,Laterite,Zaid,2024
SHC002015,Gujarat,Ahmedabad,Village_2015,lentil,77.73,23.44,23.63,8.6,0.64,0.85,9.49,1.23,2.11,0.56,3.74,0.3,22.4,87.9,332.7,30.4646,85.6846,Laterite,Zaid,2023
SHC002016,Gujarat,Vadodara,Village_2016,sugarcane,301.72,52.94,142.95,6.87,0.87,1.55,25.0,2.17,7.0,1.53,8.87,1.13,29.5,83.2,1844.9,33.9274,93.0757,Black,Zaid,2024
SHC002017,Gujarat,Rajkot,Village_2017,rice,184.76,44.36,154.39,6.51,0.61,0.73,25.0,1.16,8.47,1.06,3.35,1.34,31.3,64.9,1068.6,29.0603,86.8228,Black,Zaid,2024
SHC002018,Rajasthan,Jaipur,Village_2018,lentil,46.33,10.0,39.24,4.87,0.1,0.84,5.09,0.58,4.18,0.21,1.71,0.3,20.9,41.9,243.0,25.7834,94.9247,Red,Zaid,2024
SHC002019,Rajasthan,Jodhpur,Village_2019,maize,113.16,78.03,72.72,5.81,0.56,1.19,7.33,1.58,6.47,1.41,3.28,1.07,30.2,76.7,726.1,19.441,74.9446,Laterite,Kharif,2023
SHC002020,Rajasthan,Udaipur,Village_2020,banana,195.93,69.02,310.23,6.4,0.89,1.46,8.58,2.11,12.91,1.09,2.29,1.13,25.3,92.2,2326.0,15.9623,68.9105,Alluvial,Zaid,2022
SHC002021,West Bengal,Kolkata,Village_2021,chickpea,104.82,16.55,34.96,7.04,0.17,0.48,11.17,0.59,5.21,0.26,2.69,0.43,22.9,52.4,391.9,31.1185,73.166,Alluvial,Zaid,2023
SHC002022,West Bengal,Darjeeling,Village_2022,maize,177.45,55.89,74.47,6.74,0.5,0.8,25.0,1.57,12.46,1.35,7.26,0.68,26.5,61.2,487.3,17.3525,88.6498,Black,Kharif,2022
SHC002023,Tamil Nadu,Chennai,Village_2023,chickpea,66.93,31.3,21.43,7.92,0.29,0.54,4.76,0.76,5.82,0.55,1.68,0.37,27.3,57.0,395.8,14.3655,95.9197,Laterite,Kharif,2023
SHC002024,Tamil Nadu,Coimbatore,Village_2024,wheat,140.04,40.57,39.02,5.45,0.16,0.33,12.54,1.02,2.68,0.43,1.22,0.51,14.1,25.0,409.2,26.9778,87.7815,Laterite,Rabi,2022
SHC002025,Karnataka,Bangalore,Village_2025,banana,195.19,48.92,162.35,6.29,0.44,2.34,18.08,2.11,18.38,1.06,5.45,1.36,25.2,80.1,1711.3,11.0085,93.5188,Laterite,Zaid,2023
SHC002026,Karnataka,Mysore,Village_2026,chickpea,70.24,35.08,16.85,5.7,0.3,0.46,9.1,0.2,2.67,0.1,1.41,0.14,18.9,54.1,347.6,9.0267,80.5869,Alluvial,Kharif,2023
SHC002027,Andhra Pradesh,Hyderabad,Village_2027,rice,137.13,46.63,208.34,5.69,0.33,1.26,11.49,2.01,7.77,1.15,4.06,0.1,24.7,71.2,1316.9,34.1744,77.4431,Black,Kharif,2022
SHC002028,Andhra Pradesh,Visakhapatnam,Village_2028,banana,257.14,43.78,321.11,7.22,0.82,1.72,24.01,1.9,10.84,1.38,10.05,1.54,25.2,83.6,1995.7,16.468,75.217,Laterite,Kharif,2024
SHC002029,Punjab,Ludhiana,Village_2029,wheat,115.59,37.28,66.61,5.92,0.1,0.59,13.59,1.29,6.52,0.51,2.29,0.7,21.4,49.7,150.0,27.5744,81.2146,Black,Kharif,2022
SHC002030,Punjab,Amritsar,Village_2030,rice,215.31,12.55,106.7,5.96,0.67,0.93,19.24,1.22,8.32,0.77,4.62,0.47,26.5,59.8,841.8,24.5769,70.3111,Alluvial,Kharif,2022
SHC002031,Punjab,Patiala,Village_2031,rice,182.8,27.32,190.56,5.88,0.44,1.24,25.0,1.32,11.13,0.94,2.66,0.84,24.8,89.4,1120.9,8.5255,78.0612,Black,Zaid,2024
SHC002032,Haryana,Karnal,Village_2032,lentil,93.85,17.28,29.65,7.36,0.21,0.52,10.23,0.67,5.8,0.52,0.6,0.43,25.7,72.4,435.9,10.3542,76.2802,Laterite,Zaid,2024
SHC002033,Haryana,Ambala,Village_2033,maize,194.43,49.65,87.7,7.61,0.63,1.96,25.0,1.93,14.49,1.87,3.57,1.03,29.1,66.3,740.2,16.5046,92.0611,Black,Rabi,2022
SHC002034,Haryana,Kurukshetra,Village_2034,mustard,61.22,38.0,39.81,7.03,0.56,0.72,25.0,1.09,6.71,0.9,3.57,0.8,13.1,79.0,497.2,10.2345,73.2572,Laterite,Rabi,2023
SHC002035,Uttar Pradesh,Meerut,Village_2035,lentil,65.98,17.49,44.29,6.86,0.1,1.0,6.81,0.6,7.99,0.36,2.05,0.39,17.2,66.7,423.9,13.8369,87.4119,Laterite,Kharif,2023
SHC002036,Uttar Pradesh,Agra,Village_2036,lentil,89.9,21.35,36.84,6.8,0.3,0.99,7.07,1.25,4.26,0.59,0.68,0.24,22.7,63.9,352.3,24.464,84.091,Black,Rabi,2022
SHC002037,Uttar Pradesh,Muzaffarnagar,Village_2037,rice,177.88,52.82,131.84,6.42,0.69,0.79,16.2,1.11,3.12,1.18,6.21,0.42,28.3,78.4,993.2,26.3412,87.3304,Red,Kharif,2022
SHC002038,Maharashtra,Pune,Village_2038,banana,302.05,62.65,160.6,7.07,0.92,2.54,22.09,1.83,9.87,1.28,7.05,1.58,25.9,89.1,1738.9,19.7531,83.4682,Red,Kharif,2022
SHC002039,Maharashtra,Nagpur,Village_2039,wheat,104.35,40.39,96.77,6.93,0.13,0.67,12.91,1.06,5.86,0.95,4.0,0.67,23.6,56.0,1259.2,26.6698,84.661,Black,Kharif,2024
SHC002040,Maharashtra,Aurangabad,Village_2040,lentil,92.3,15.45,47.01,8.51,0.32,0.88,10.29,0.64,6.55,0.48,2.05,0.35,27.0,70.2,383.9,22.2665,74.8757,Black,Zaid,2024
SHC002041,Gujarat,Ahmedabad,Village_2041,sugarcane,332.63,74.11,181.96,7.14,1.64,1.0,25.0,2.02,11.89,1.73,8.21,1.41,31.7,78.0,1480.6,21.0305,87.8551,Alluvial,Rabi,2022
SHC002042,Gujarat,Vadodara,Village_2042,banana,149.96,66.61,244.63,7.21,0.61,2.52,20.67,2.17,15.21,0.85,3.75,1.13,28.0,75.3,1900.2,15.0165,83.522,Alluvial,Rabi,2023
SHC002043,Gujarat,Rajkot,Village_2043,wheat,141.58,49.66,91.5,6.58,0.23,0.49,13.11,0.73,5.93,0.8,2.52,0.51,17.2,52.3,887.2,30.1223,87.3627,Laterite,Rabi,2023
SHC002044,Rajasthan,Jaipur,Village_2044,chickpea,106.36,25.27,39.76,9.0,0.34,0.57,5.72,1.6,3.32,0.46,3.38,0.3,28.5,78.2,691.4,31.9953,93.9795,Alluvial,Kharif,2022
SHC002045,Rajasthan,Jodhpur,Village_2045,maize,107.64,77.16,64.77,6.57,0.96,1.13,25.0,1.94,7.55,0.83,7.69,0.78,15.6,56.3,548.6,17.041,94.8997,Red,Zaid,2023
SHC002046,Rajasthan,Udaipur,Village_2046,rice,300.98,59.84,189.09,6.21,0.23,0.51,25.0,0.94,6.39,1.19,3.26,0.66,21.6,82.1,917.9,12.2767,68.6979,Alluvial,Rabi,2022
SHC002047,West Bengal,Kolkata,Village_2047,cotton,100.45,71.69,75.58,9.0,0.8,0.96,18.41,0.62,5.33,0.97,3.96,0.49,27.9,79.0,952.5,28.2465,74.4283,Red,Kharif,2022
SHC002048,West Bengal,Darjeeling,Village_2048,groundnut,60.54,36.43,72.75,6.71,0.17,0.71,24.52,0.73,2.65,0.7,5.63,1.07,23.6,63.4,576.8,14.0552,86.6614,Red,Kharif,2023
SHC002049,Tamil Nadu,Chennai,Village_2049,banana,288.29,41.29,324.23,7.1,0.42,1.89,25.0,1.63,20.34,1.24,13.4,0.68,26.1,77.6,1589.7,15.5574,69.2818,Black,Zaid,2023
SHC002050,Tamil Nadu,Coimbatore,Village_2050,rice,204.66,19.49,122.43,7.27,0.1,0.74,25.0,2.23,7.1,1.33,3.56,0.73,14.3,95.0,1606.4,27.6954,69.2899,Red,Rabi,2022
SHC002051,Karnataka,Bangalore,Village_2051,chickpea,36.3,10.0,57.98,6.83,0.4,0.44,8.29,1.09,4.42,0.41,2.64,0.39,26.0,45.7,429.5,32.5815,95.3183,Alluvial,Zaid,2024
SHC002052,Karnataka,Mysore,Village_2052,cotton,139.97,48.07,26.82,7.28,0.85,0.38,9.97,1.43,5.04,0.66,4.39,0.1,32.5,62.5,453.7,25.7398,75.4183,Black,Kharif,2024
SHC002053,Andhra Pradesh,Hyderabad,Village_2053,wheat,121.41,46.96,66.38,7.16,0.42,0.72,9.96,0.88,6.37,0.97,3.12,0.73,13.9,73.0,374.3,9.005,89.1943,Alluvial,Kharif,2022
SHC002054,Andhra Pradesh,Visakhapatnam,Village_2054,mustard,124.59,40.06,40.78,6.63,0.67,1.08,17.05,0.87,7.98,0.95,2.85,0.44,15.1,78.6,564.1,8.2017,81.0629,Black,Rabi,2022
SHC002055,Punjab,Ludhiana,Village_2055,groundnut,47.88,22.78,85.4,4.68,0.1,0.84,12.32,0.56,7.32,0.94,0.1,0.97,25.4,55.1,521.5,33.3728,90.4145,Laterite,Rabi,2023
SHC002056,Punjab,Amritsar,Village_2056,chickpea,74.82,30.62,18.84,5.95,0.1,0.62,9.73,0.27,4.06,0.45,2.64,0.32,18.7,44.3,461.9,19.3996,79.8641,Red,Zaid,2022
SHC002057,Punjab,Patiala,Village_2057,lentil,66.51,25.37,37.73,6.0,0.27,0.7,8.26,0.96,1.54,0.33,1.34,0.22,17.5,60.8,391.9,33.1432,86.2345,Laterite,Kharif,2024
SHC002058,Haryana,Karnal,Village_2058,maize,229.93,105.25,96.77,7.63,0.8,1.62,25.0,1.67,14.52,1.44,3.89,1.37,33.9,74.1,664.0,22.4958,91.71,Laterite,Rabi,2022
SHC002059,Haryana,Ambala,Village_2059,cotton,103.57,18.55,62.7,8.9,0.78,0.73,13.23,0.44,6.18,0.84,2.45,0.65,31.5,76.5,819.3,26.4433,81.6543,Black,Zaid,2024
SHC002060,Haryana,Kurukshetra,Village_2060,banana,240.05,62.36,200.98,6.29,0.43,1.33,25.0,1.47,13.88,0.58,13.25,1.68,28.8,91.4,2156.3,23.9194,68.4667,Black,Rabi,2024
SHC002061,Uttar Pradesh,Meerut,Village_2061,wheat,164.06,38.18,51.44,6.63,0.39,0.77,11.32,0.67,7.5,0.45,3.71,0.65,16.6,67.7,456.8,23.0822,70.2353,Alluvial,Zaid,2023
SHC002062,Uttar Pradesh,Agra,Village_2062,groundnut,56.48,20.96,77.1,4.5,0.15,0.65,17.41,1.53,7.64,1.17,2.99,1.25,26.4,63.2,708.6,8.1251,79.3841,Red,Zaid,2022
SHC002063,Uttar Pradesh,Muzaffarnagar,Village_2063,rice,171.87,32.95,174.29,5.97,0.8,1.14,20.25,1.39,11.59,1.26,4.42,0.93,19.2,95.0,1358.4,17.8936,82.4516,Laterite,Rabi,2024
SHC002064,Maharashtra,Pune,Village_2064,sugarcane,287.67,66.66,158.56,7.8,0.79,2.32,25.0,1.82,7.49,1.1,7.33,2.23,26.6,74.9,1761.9,34.4085,96.0554,Red,Rabi,2024
SHC002065,Maharashtra,Nagpur,Village_2065,rice,113.57,28.4,135.01,7.43,0.51,0.94,12.52,1.46,6.46,0.91,3.46,1.02,28.8,66.1,1011.8,10.7976,95.9233,Laterite,Kharif,2023
SHC002066,Maharashtra,Aurangabad,Village_2066,wheat,90.22,29.83,74.13,5.56,0.1,0.79,5.26,0.59,5.2,0.61,3.27,0.36,12.1,43.3,675.4,23.173,95.483,Red,Rabi,2024
SHC002067,Gujarat,Ahmedabad,Village_2067,rice,264.99,15.61,192.13,5.75,0.69,1.14,15.84,0.99,11.15,1.06,3.59,0.68,23.8,91.6,1651.3,19.1336,88.4654,Black,Kharif,2022
SHC002068,Gujarat,Vadodara,Village_2068,lentil,95.45,15.53,37.97,5.65,0.36,1.03,8.36,0.74,6.35,0.44,1.45,0.26,18.2,71.7,453.1,16.4868,90.3893,Black,Zaid,2024
SHC002069,Gujarat,Rajkot,Village_2069,cotton,112.78,39.06,37.57,7.42,0.91,1.07,13.59,1.0,5.04,0.62,3.18,0.49,30.2,46.8,943.2,26.2826,68.3024,Laterite,Kharif,2024
SHC002070,Rajasthan,Jaipur,Village_2070,lentil,87.53,24.79,26.53,7.05,0.15,0.68,8.95,0.75,4.69,0.13,1.88,0.35,22.2,69.8,370.1,31.2546,74.577,Alluvial,Zaid,2023
SHC002071,Rajasthan,Jodhpur,Village_2071,sugarcane,253.86,112.39,237.95,9.0,1.17,2.04,21.35,2.56,13.13,2.13,7.87,1.83,40.0,89.6,2178.7,23.0028,87.0293,Red,Rabi,2024
SHC002072,Rajasthan,Udaipur,Village_2072,wheat,188.51,50.24,86.21,8.77,0.57,1.06,13.83,0.99,6.15,1.53,4.97,0.54,23.9,60.0,566.0,16.47,86.2139,Black,Rabi,2022
SHC002073,West Bengal,Kolkata,Village_2073,groundnut,61.39,25.99,106.09,5.71,0.48,1.15,18.42,0.42,5.98,1.14,6.36,1.0,29.5,54.1,958.5,14.838,68.4024,Red,Kharif,2023
SHC002074,West Bengal,Darjeeling,Village_2074,mustard,143.09,35.81,48.04,7.97,0.76,1.52,19.74,1.34,7.54,0.79,4.38,0.71,21.0,74.4,504.7,31.9745,88.588,Red,Kharif,2023
SHC002075,Tamil Nadu,Chennai,Village_2075,banana,204.09,63.17,288.41,8.18,1.28,2.44,25.0,2.67,11.82,1.68,18.08,1.36,30.6,95.0,1824.6,28.5643,82.6391,Black,Zaid,2024
SHC002076,Tamil Nadu,Coimbatore,Village_2076,chickpea,80.98,15.68,64.14,9.0,0.42,0.58,7.63,0.6,3.77,0.67,2.2,0.49,28.6,73.1,417.1,8.6853,94.9371,Black,Zaid,2023
SHC002077,Karnataka,Bangalore,Village_2077,maize,148.9,38.8,48.76,5.89,0.1,1.02,13.72,1.73,7.46,0.65,3.68,0.9,31.1,26.7,340.1,21.5488,74.294,Laterite,Zaid,2024
SHC002078,Karnataka,Mysore,Village_2078,rice,305.26,41.93,205.91,6.34,0.83,1.42,25.0,1.71,4.08,1.66,9.57,0.95,30.0,85.1,949.5,11.4358,89.7258,Red,Zaid,2022
